rank,openalex_author_id,author,rwd_name_variants,unique_retracted_papers,openalex_works,retracted_papers_per_100_works,first_retraction_year,last_retraction_year,median_retraction_lag_years,orcid,match_confidence,exact_match_papers,initial_match_papers
4907,A5024267654,Ying Zhang,Ying Zhang,1,76,1.32,2023,2023,1,https://orcid.org/0000-0001-6240-5124,High,1,0
4908,A5026873018,Ying Zhang,Ying Zhang,1,24,4.17,2023,2023,2,https://orcid.org/0000-0001-6228-9143,High,1,0
4909,A5047665294,Ying Zhang,Ying Zhang,1,1,100.0,2023,2023,1,https://orcid.org/0000-0003-0207-7995,High,1,0
4910,A5048357136,Ying Zhang,Ying Zhang,1,202,0.5,2011,2011,0,https://orcid.org/0000-0001-8982-8223,High,1,0
4911,A5051643036,Ying Zhang,Ying Zhang,1,1,100.0,2023,2023,1,https://orcid.org/0000-0001-9649-9325,High,1,0
4912,A5052716645,Ying Zhang,Ying Zhang,1,1,100.0,2023,2023,1,https://orcid.org/0000-0001-8202-0942,High,1,0
4913,A5070405930,Ying Zhang,Ying Zhang,1,1,100.0,2023,2023,1,https://orcid.org/0000-0002-4591-0169,High,1,0
4914,A5082218269,Ying Zhang,Ying Zhang,1,49,2.04,2016,2016,2,https://orcid.org/0000-0002-3182-2758,High,1,0
4915,A5100386044,Ying Zhang,Ying Zhang,1,158,0.63,2015,2015,0,https://orcid.org/0000-0001-8533-4138,High,1,0
4916,A5100386061,Ying Zhang,Ying Zhang,1,166,0.6,2018,2018,0,https://orcid.org/0000-0001-9459-6682,High,1,0
4917,A5100386063,Ying Zhang,Ying Zhang,1,11,9.09,2023,2023,1,https://orcid.org/0000-0001-9598-090X,High,1,0
4918,A5100386123,Ying Zhang,Ying Zhang,1,55,1.82,2016,2016,0,https://orcid.org/0000-0002-3911-2195,High,1,0
4919,A5100386129,Ying Zhang,Ying Zhang,1,120,0.83,2023,2023,3,https://orcid.org/0000-0002-4448-2051,High,1,0
4920,A5100386136,Ying Zhang,Ying Zhang,1,81,1.23,2023,2023,2,https://orcid.org/0000-0002-5237-1263,High,1,0
4921,A5100386140,Ying Zhang,Ying Zhang,1,29,3.45,2021,2021,1,https://orcid.org/0000-0002-5500-3036,High,1,0
4922,A5100386142,Ying Zhang,Ying Zhang,1,250,0.4,2022,2022,2,https://orcid.org/0000-0002-5885-0214,High,1,0
4923,A5100386165,Ying Zhang,Ying Zhang,1,732,0.14,2011,2011,0,https://orcid.org/0000-0002-7225-7492,High,1,0
4924,A5100386191,Ying Zhang,Ying Zhang,1,52,1.92,2022,2022,4,https://orcid.org/0000-0002-9299-1889,High,1,0
4925,A5100386203,Ying Zhang,Ying Zhang,1,154,0.65,2023,2023,1,https://orcid.org/0000-0003-0174-5576,High,1,0
4926,A5100386204,Ying Zhang,Ying Zhang,1,556,0.18,2023,2023,1,https://orcid.org/0000-0003-0509-1098,High,1,0
4927,A5100386209,Ying Zhang,Ying Zhang,1,9,11.11,2023,2023,2,https://orcid.org/0000-0003-0875-0669,High,1,0
4928,A5100386224,Ying Zhang,Ying Zhang,1,659,0.15,2020,2020,1,https://orcid.org/0000-0003-1620-3825,High,1,0
4929,A5100386228,Ying Zhang,Ying Zhang,1,105,0.95,2023,2023,1,https://orcid.org/0000-0003-2179-9977,High,1,0
4930,A5100386229,Ying Zhang,Ying Zhang,1,246,0.41,2023,2023,4,https://orcid.org/0000-0003-2194-7116,High,1,0
4931,A5100386252,Ying Zhang,Ying Zhang,1,447,0.22,2011,2011,0,https://orcid.org/0000-0003-3723-9851,High,1,0
4932,A5100386259,Ying Zhang,Ying Zhang,1,489,0.2,2011,2011,4,https://orcid.org/0000-0003-4082-5026,High,1,0
4933,A5100386261,Ying Zhang,Ying Zhang,1,169,0.59,2015,2015,2,https://orcid.org/0000-0003-4192-5459,High,1,0
4934,A5100386262,Ying Zhang,Ying Zhang,1,64,1.56,2021,2021,2,https://orcid.org/0000-0003-4196-161X,High,1,0
4935,A5100386265,Ying Zhang,Ying Zhang,1,332,0.3,2023,2023,1,https://orcid.org/0000-0003-4363-5666,High,1,0
4936,A5100386267,Ying Zhang,Ying Zhang,1,58,1.72,2011,2011,0,https://orcid.org/0000-0003-4520-5627,High,1,0
4937,A5100386284,Ying Zhang,Ying Zhang,1,286,0.35,2011,2011,0,https://orcid.org/0009-0008-5505-1004,High,1,0
4938,A5100652122,Ying Zhang,Ying Zhang,1,367,0.27,2010,2010,0,https://orcid.org/0000-0002-6038-7206,High,1,0
4939,A5100652124,Ying Zhang,Ying Zhang,1,201,0.5,2020,2020,1,https://orcid.org/0000-0003-1537-4526,High,1,0
4940,A5100674295,Ying Zhang,Ying Zhang,1,262,0.38,2022,2022,3,https://orcid.org/0000-0001-6808-6240,High,1,0
4941,A5100674304,Ying Zhang,Ying Zhang,1,52,1.92,2025,2025,4,https://orcid.org/0000-0002-8531-1291,High,1,0
4942,A5100674305,Ying Zhang,Ying Zhang,1,43,2.33,2019,2019,4,https://orcid.org/0000-0003-2609-2321,High,1,0
4943,A5100716051,Ying Zhang,Ying Zhang,1,6,16.67,2023,2023,2,https://orcid.org/0000-0001-9993-4353,High,1,0
4944,A5100740585,Ying Zhang,Ying Zhang,1,17,5.88,2021,2021,2,https://orcid.org/0000-0001-6490-9799,High,1,0
4945,A5101723568,Ying Zhang,Ying Zhang,1,320,0.31,2022,2022,0,https://orcid.org/0000-0001-6394-3231,High,1,0
4946,A5101895992,Ying Zhang,Ying Zhang,1,264,0.38,2010,2010,0,https://orcid.org/0000-0002-2637-6765,High,1,0
4947,A5103224227,Ying Zhang,Ying Zhang,1,52,1.92,2023,2023,2,https://orcid.org/0000-0002-8500-2958,High,1,0
4948,A5107444519,Ying Zhang,Ying Zhang,1,23,4.35,2011,2011,0,https://orcid.org/0009-0004-6431-3521,High,1,0
4949,A5108046728,Ying Zhang,Ying Zhang,1,550,0.18,2024,2024,6,https://orcid.org/0000-0002-2451-5354,High,1,0
4950,A5108046754,Ying Zhang,Ying Zhang,1,903,0.11,2022,2022,2,https://orcid.org/0000-0001-9900-7568,High,1,0
4951,A5108117231,Ying Zhang,Ying Zhang,1,231,0.43,2011,2011,0,https://orcid.org/0000-0001-5856-1052,High,1,0
4952,A5002959160,Yong Wang,Yong Wang,1,1,100.0,2023,2023,1,https://orcid.org/0000-0002-2669-3357,High,1,0
4953,A5011751975,Yong Wang,Yong Wang,1,481,0.21,2010,2010,0,https://orcid.org/0000-0002-6773-6544,High,1,0
4954,A5014247970,Yong Wang,Yong Wang,1,56,1.79,2016,2016,1,https://orcid.org/0000-0002-3820-7598,High,1,0
4955,A5036827390,Yong Wang,Yong Wang,1,9,11.11,2024,2024,1,https://orcid.org/0000-0001-5052-9517,High,1,0
4956,A5041321290,Yong Wang,Yong Wang,1,171,0.58,2024,2024,2,https://orcid.org/0000-0001-8533-1789,High,1,0
4957,A5046714160,Yong Wang,Yong Wang,1,280,0.36,2011,2011,0,https://orcid.org/0000-0003-1227-5960,High,1,0
4958,A5047504462,Yong Wang,Yong Wang,1,3112,0.03,2010,2010,0,https://orcid.org/0000-0003-1218-521X,High,1,0
4959,A5069240020,Yong Wang,Yong Wang,1,1,100.0,2024,2024,2,https://orcid.org/0000-0002-0594-7899,High,1,0
4960,A5100424342,Yong Wang,Yong Wang,1,95,1.05,2011,2011,0,https://orcid.org/0000-0001-5541-3978,High,1,0
4961,A5100424356,Yong Wang,Yong Wang,1,311,0.32,2026,2026,9,https://orcid.org/0000-0001-6602-0491,High,1,0
4962,A5100424372,Yong Wang,Yong Wang,1,156,0.64,2015,2015,1,https://orcid.org/0000-0001-8366-7887,High,1,0
4963,A5100424406,Yong Wang,Yong Wang,1,51,1.96,2024,2024,2,https://orcid.org/0000-0002-0979-8835,High,1,0
4964,A5100424416,Yong Wang,Yong Wang,1,86,1.16,2023,2023,0,https://orcid.org/0000-0002-1572-068X,High,1,0
4965,A5100424421,Yong Wang,Yong Wang,1,312,0.32,2022,2022,2,https://orcid.org/0000-0002-2244-1742,High,1,0
4966,A5100424451,Yong Wang,Yong Wang,1,38,2.63,2021,2021,0,https://orcid.org/0000-0002-5192-4233,High,1,0
4967,A5100424459,Yong Wang,Yong Wang,1,201,0.5,2011,2011,0,https://orcid.org/0000-0002-5831-9466,High,1,0
4968,A5100424487,Yong Wang,Yong Wang,1,323,0.31,2023,2023,6,https://orcid.org/0000-0002-8349-7555,High,1,0
4969,A5100424505,Yong Wang,Yong Wang,1,80,1.25,2021,2021,3,https://orcid.org/0000-0002-9867-9765,High,1,0
4970,A5100424507,Yong Wang,Yong Wang,1,103,0.97,2023,2023,12,https://orcid.org/0000-0002-9932-9417,High,1,0
4971,A5100424516,Yong Wang,Yong Wang,1,763,0.13,2023,2023,2,https://orcid.org/0000-0003-0655-7507,High,1,0
4972,A5100424528,Yong Wang,Yong Wang,1,143,0.7,2011,2011,0,https://orcid.org/0000-0003-1829-3836,High,1,0
4973,A5100424546,Yong Wang,Yong Wang,1,391,0.26,2024,2024,1,https://orcid.org/0000-0003-3652-8037,High,1,0
4974,A5100424549,Yong Wang,Yong Wang,1,207,0.48,2024,2024,2,https://orcid.org/0000-0003-3831-2117,High,1,0
4975,A5100424560,Yong Wang,Yong Wang,1,22,4.55,2019,2019,2,https://orcid.org/0000-0003-4505-9690,High,1,0
4976,A5100604633,Yong Wang,Yong Wang,1,322,0.31,2019,2019,2,https://orcid.org/0000-0003-0989-9764,High,1,0
4977,A5100637299,Yong Wang,Yong Wang,1,16,6.25,2023,2023,5,,Probable,1,0
4978,A5100642011,Yong Wang,Yong Wang,1,114,0.88,2026,2026,3,https://orcid.org/0000-0001-5378-3641,High,1,0
4979,A5100642015,Yong Wang,Yong Wang,1,65,1.54,2010,2010,0,https://orcid.org/0000-0002-3710-4474,High,1,0
4980,A5100683792,Yong Wang,Yong Wang,1,356,0.28,2023,2023,0,https://orcid.org/0000-0002-2862-5075,High,1,0
4981,A5100703128,Yong Wang,Yong Wang,1,130,0.77,2025,2025,2,https://orcid.org/0000-0002-7457-6200,High,1,0
4982,A5100703131,Yong Wang,Yong Wang,1,47,2.13,2025,2025,6,https://orcid.org/0000-0003-2841-5542,High,1,0
4983,A5100733367,Yong Wang,Yong Wang,1,24,4.17,2011,2011,0,https://orcid.org/0009-0005-3341-4781,High,1,0
4984,A5100780731,Yong Wang,Yong Wang,1,109,0.92,2014,2014,3,https://orcid.org/0000-0002-1098-0319,High,1,0
4985,A5101443601,Yong Wang,Yong Wang,1,8,12.5,2023,2023,2,https://orcid.org/0000-0001-7751-4702,High,1,0
4986,A5101477613,Yong Wang,Yong Wang,1,33,3.03,2024,2024,4,https://orcid.org/0000-0002-6337-8073,High,1,0
4987,A5101527583,Yong Wang,Yong Wang,1,76,1.32,2021,2021,5,https://orcid.org/0000-0002-2976-8123,High,1,0
4988,A5102013013,Yong Wang,Yong Wang,1,27,3.7,2020,2020,5,https://orcid.org/0000-0003-4111-7275,High,1,0
4989,A5112115843,Yong Wang,Yong Wang,1,12,8.33,2011,2011,0,,Probable,1,0
4990,A5008773119,Yong Zhang,Yong Zhang,1,142,0.7,2011,2011,0,https://orcid.org/0000-0002-7428-1816,High,1,0
4991,A5021357452,Yong Zhang,Yong Zhang,1,1,100.0,2024,2024,1,https://orcid.org/0000-0003-1375-2079,High,1,0
4992,A5040386641,Yong Zhang,Yong Zhang,1,1,100.0,2023,2023,1,https://orcid.org/0000-0002-7411-2676,High,1,0
4993,A5058223712,Yong Zhang,Yong Zhang,1,1,100.0,2023,2023,2,https://orcid.org/0000-0003-4163-0482,High,1,0
4994,A5072146906,Yong Zhang,Yong Zhang,1,1,100.0,2024,2024,2,https://orcid.org/0000-0002-1579-753X,High,1,0
4995,A5085805297,Yong Zhang,Yong Zhang,1,417,0.24,2016,2016,1,https://orcid.org/0000-0001-9760-684X,High,1,0
4996,A5100318820,Yong Zhang,Yong Zhang,1,93,1.08,2011,2011,0,https://orcid.org/0000-0003-0522-6300,High,1,0
4997,A5100318825,Yong Zhang,Yong Zhang,1,56,1.79,2016,2016,1,https://orcid.org/0000-0003-4026-9357,High,1,0
4998,A5100419713,Yong Zhang,Yong Zhang,1,99,1.01,2025,2025,8,https://orcid.org/0000-0001-6422-8491,High,1,0
4999,A5100419731,Yong Zhang,Yong Zhang,1,131,0.76,2022,2022,1,https://orcid.org/0000-0001-7857-1266,High,1,0
5000,A5100419755,Yong Zhang,Yong Zhang,1,246,0.41,2023,2023,1,https://orcid.org/0000-0001-9950-1793,High,1,0
5001,A5100419763,Yong Zhang,Yong Zhang,1,124,0.81,2021,2021,0,https://orcid.org/0000-0002-0342-4576,High,1,0
5002,A5100419798,Yong Zhang,Yong Zhang,1,142,0.7,2013,2013,1,https://orcid.org/0000-0002-5315-5909,High,1,0
5003,A5100419818,Yong Zhang,Yong Zhang,1,53,1.89,2023,2023,1,https://orcid.org/0000-0002-7575-7177,High,1,0
5004,A5100419902,Yong Zhang,Yong Zhang,1,80,1.25,2023,2023,2,https://orcid.org/0009-0004-5226-6422,High,1,0
5005,A5100607116,Yong Zhang,Yong Zhang,1,598,0.17,2023,2023,7,https://orcid.org/0000-0002-5831-637X,High,1,0
5006,A5100630077,Yong Zhang,Yong Zhang,1,62,1.61,2023,2023,1,https://orcid.org/0000-0001-7747-1562,High,1,0
5007,A5100708680,Yong Zhang,Yong Zhang,1,113,0.88,2016,2016,2,https://orcid.org/0000-0002-2276-7187,High,1,0
5008,A5100889587,Yong Zhang,Yong Zhang,1,22,4.55,2011,2011,0,https://orcid.org/0009-0006-1275-8988,High,1,0
5009,A5101407394,Yong Zhang,Yong Zhang,1,30,3.33,2023,2023,2,https://orcid.org/0000-0002-9036-1584,High,1,0
5010,A5108576108,Yong Zhang,Yong Zhang,1,179,0.56,2015,2015,0,https://orcid.org/0000-0003-0230-1395,High,1,0
5011,A5113427686,Yong Zhang,Yong Zhang,1,281,0.36,2023,2023,7,https://orcid.org/0000-0002-2281-4481,High,1,0
5012,A5012050321,Yu Liu,Yu Liu,1,19,5.26,2023,2023,1,https://orcid.org/0000-0001-7015-744X,High,1,0
5013,A5022422432,Yu Liu,Yu Liu,1,2,50.0,2024,2024,2,https://orcid.org/0000-0003-0444-4795,High,1,0
5014,A5030964174,Yu Liu,Yu Liu,1,67,1.49,2023,2023,1,https://orcid.org/0000-0002-1056-1229,High,1,0
5015,A5033424831,Yu Liu,Yu Liu,1,221,0.45,2026,2026,1,https://orcid.org/0000-0003-1112-1863,High,1,0
5016,A5034675261,Yu Liu,Yu Liu,1,208,0.48,2023,2023,1,https://orcid.org/0000-0002-5949-6587,High,1,0
5017,A5068679305,Yu Liu,Yu Liu,1,550,0.18,2023,2023,1,https://orcid.org/0000-0002-4191-5974,High,1,0
5018,A5072055673,Yu Liu,Yu Liu,1,4,25.0,2025,2025,1,https://orcid.org/0000-0002-0917-8927,High,1,0
5019,A5072916832,Yu Liu,Yu Liu,1,42,2.38,2021,2021,1,https://orcid.org/0000-0001-5621-4153,High,1,0
5020,A5076637678,Yu Liu,Yu Liu,1,1,100.0,2023,2023,1,https://orcid.org/0000-0002-7449-5742,High,1,0
5021,A5100345608,Yu Liu,Yu Liu,1,109,0.92,2020,2020,3,https://orcid.org/0000-0001-5996-0469,High,1,0
5022,A5100345609,Yu Liu,Yu Liu,1,86,1.16,2023,2023,1,https://orcid.org/0000-0001-6012-5305,High,1,0
5023,A5100345622,Yu Liu,Yu Liu,1,131,0.76,2023,2023,1,https://orcid.org/0000-0001-6729-5702,High,1,0
5024,A5100345662,Yu Liu,Yu Liu,1,23,4.35,2022,2022,0,https://orcid.org/0000-0001-8591-4087,High,1,0
5025,A5100345691,Yu Liu,Yu Liu,1,602,0.17,2026,2026,2,https://orcid.org/0000-0002-0016-2902,High,1,0
5026,A5100345704,Yu Liu,Yu Liu,1,225,0.44,2023,2023,1,https://orcid.org/0000-0002-0823-5141,High,1,0
5027,A5100345722,Yu Liu,Yu Liu,1,234,0.43,2025,2025,2,https://orcid.org/0000-0002-1964-9278,High,1,0
5028,A5100345786,Yu Liu,Yu Liu,1,300,0.33,2023,2023,1,https://orcid.org/0000-0002-5216-3181,High,1,0
5029,A5100345792,Yu Liu,Yu Liu,1,48,2.08,2023,2023,1,https://orcid.org/0000-0002-5246-0290,High,1,0
5030,A5100345845,Yu Liu,Yu Liu,1,27,3.7,2023,2023,2,https://orcid.org/0000-0002-7890-5606,High,1,0
5031,A5100345855,Yu Liu,Yu Liu,1,29,3.45,2023,2023,1,https://orcid.org/0000-0002-8558-7300,High,1,0
5032,A5100345887,Yu Liu,Yu Liu,1,9,11.11,2025,2025,1,https://orcid.org/0000-0003-0535-1419,High,1,0
5033,A5100345916,Yu Liu,Yu Liu,1,242,0.41,2021,2021,0,https://orcid.org/0000-0003-1936-0228,High,1,0
5034,A5100345933,Yu Liu,Yu Liu,1,10,10.0,2020,2020,1,https://orcid.org/0000-0003-3145-0904,High,1,0
5035,A5100345962,Yu Liu,Yu Liu,1,72,1.39,2024,2024,2,https://orcid.org/0000-0003-4897-5299,High,1,0
5036,A5100345966,Yu Liu,Yu Liu,1,138,0.72,2025,2025,2,https://orcid.org/0009-0001-2500-6690,High,1,0
5037,A5100345978,Yu Liu,Yu Liu,1,65,1.54,2023,2023,1,https://orcid.org/0009-0009-0424-1649,High,1,0
5038,A5100606482,Yu Liu,Yu Liu,1,75,1.33,2013,2013,0,https://orcid.org/0000-0003-4320-2721,High,1,0
5039,A5100673270,Yu Liu,Yu Liu,1,34,2.94,2013,2013,0,https://orcid.org/0000-0003-1676-4446,High,1,0
5040,A5100776413,Yu Liu,Yu Liu,1,28,3.57,2020,2020,0,https://orcid.org/0000-0001-7003-1863,High,1,0
5041,A5101981780,Yu Liu,Yu Liu,1,56,1.79,2022,2022,2,https://orcid.org/0000-0002-5134-5231,High,1,0
5042,A5109482157,Yu Liu,Yu Liu,1,46,2.17,2011,2011,0,https://orcid.org/0009-0001-0847-7298,High,1,0
5043,A5113079405,Yu Liu,Yu Liu,1,40,2.5,2013,2013,0,https://orcid.org/0000-0003-1186-9337,High,1,0
5044,A5113788436,Yu Liu,Yu Liu,1,69,1.45,2024,2024,5,,Probable,1,0
5045,A5115604615,Yu Liu,Yu Liu,1,22,4.55,2025,2025,1,https://orcid.org/0000-0001-9439-0107,High,1,0
5046,A5017624626,Yu Wang,Yu Wang,1,355,0.28,2023,2023,4,https://orcid.org/0000-0002-2819-4551,High,1,0
5047,A5032355023,Yu Wang,Yu Wang,1,1,100.0,2023,2023,1,https://orcid.org/0000-0002-2756-1516,High,1,0
5048,A5042419777,Yu Wang,Yu Wang,1,53,1.89,2021,2021,0,https://orcid.org/0000-0002-6495-1425,High,1,0
5049,A5060745524,Yu Wang,Yu Wang,1,149,0.67,2025,2025,1,https://orcid.org/0000-0002-1809-0492,High,1,0
5050,A5064352195,Yu Wang,Yu Wang,1,1562,0.06,2023,2023,1,https://orcid.org/0000-0001-5107-8770,High,1,0
5051,A5077345820,Yu Wang,Yu Wang,1,1,100.0,2023,2023,1,https://orcid.org/0000-0003-4200-0554,High,1,0
5052,A5080573629,Yu Wang,Yu Wang,1,1,100.0,2023,2023,1,https://orcid.org/0000-0002-6096-5360,High,1,0
5053,A5100445061,Yu Wang,Yu Wang,1,991,0.1,2022,2022,1,https://orcid.org/0000-0001-6108-5157,High,1,0
5054,A5100445094,Yu Wang,Yu Wang,1,677,0.15,2025,2025,4,https://orcid.org/0000-0001-7811-5834,High,1,0
5055,A5100445097,Yu Wang,Yu Wang,1,381,0.26,2019,2019,2,https://orcid.org/0000-0001-7935-9902,High,1,0
5056,A5100445098,Yu Wang,Yu Wang,1,238,0.42,2020,2020,0,https://orcid.org/0000-0001-7959-3387,High,1,0
5057,A5100445121,Yu Wang,Yu Wang,1,51,1.96,2023,2023,2,https://orcid.org/0000-0001-9109-9015,High,1,0
5058,A5100445130,Yu Wang,Yu Wang,1,101,0.99,2024,2024,3,https://orcid.org/0000-0001-9764-0546,High,1,0
5059,A5100445154,Yu Wang,Yu Wang,1,177,0.56,2015,2015,0,https://orcid.org/0000-0002-0939-5606,High,1,0
5060,A5100445155,Yu Wang,Yu Wang,1,516,0.19,2021,2021,3,https://orcid.org/0000-0002-0957-9245,High,1,0
5061,A5100445163,Yu Wang,Yu Wang,1,77,1.3,2022,2022,3,https://orcid.org/0000-0002-1642-2916,High,1,0
5062,A5100445170,Yu Wang,Yu Wang,1,73,1.37,2024,2024,3,https://orcid.org/0000-0002-1968-2588,High,1,0
5063,A5100445218,Yu Wang,Yu Wang,1,323,0.31,2025,2025,6,https://orcid.org/0000-0002-4919-4390,High,1,0
5064,A5100445227,Yu Wang,Yu Wang,1,245,0.41,2011,2011,0,https://orcid.org/0000-0002-5188-4622,High,1,0
5065,A5100445230,Yu Wang,Yu Wang,1,156,0.64,2015,2015,2,https://orcid.org/0000-0002-5394-0050,High,1,0
5066,A5100445244,Yu Wang,Yu Wang,1,73,1.37,2023,2023,1,https://orcid.org/0000-0002-6005-3062,High,1,0
5067,A5100445247,Yu Wang,Yu Wang,1,46,2.17,2020,2020,0,https://orcid.org/0000-0002-6074-7048,High,1,0
5068,A5100445287,Yu Wang,Yu Wang,1,35,2.86,2018,2018,5,https://orcid.org/0000-0002-8569-6435,High,1,0
5069,A5100445290,Yu Wang,Yu Wang,1,184,0.54,2025,2025,3,https://orcid.org/0000-0002-8683-6196,High,1,0
5070,A5100445300,Yu Wang,Yu Wang,1,843,0.12,2024,2024,6,https://orcid.org/0000-0002-9071-0238,High,1,0
5071,A5100445312,Yu Wang,Yu Wang,1,32,3.12,2023,2023,1,https://orcid.org/0000-0002-9872-5733,High,1,0
5072,A5100445334,Yu Wang,Yu Wang,1,250,0.4,2016,2016,2,https://orcid.org/0000-0003-1155-9144,High,1,0
5073,A5100445351,Yu Wang,Yu Wang,1,243,0.41,2015,2015,2,https://orcid.org/0000-0003-2265-3742,High,1,0
5074,A5100445386,Yu Wang,Yu Wang,1,44,2.27,2021,2021,10,https://orcid.org/0000-0003-4764-4922,High,1,0
5075,A5100445392,Yu Wang,Yu Wang,1,78,1.28,2011,2011,0,https://orcid.org/0009-0002-6907-844X,High,1,0
5076,A5100640040,Yu Wang,Yu Wang,1,211,0.47,2011,2011,0,https://orcid.org/0000-0002-7773-3961,High,1,0
5077,A5100643679,Yu Wang,Yu Wang,1,62,1.61,2023,2023,1,https://orcid.org/0000-0002-0639-9281,High,1,0
5078,A5100653072,Yu Wang,Yu Wang,1,45,2.22,2023,2023,2,https://orcid.org/0000-0001-7060-2953,High,1,0
5079,A5100705783,Yu Wang,Yu Wang,1,122,0.82,2025,2025,12,https://orcid.org/0000-0001-9633-9073,High,1,0
5080,A5100740712,Yu Wang,Yu Wang,1,743,0.13,2016,2016,1,https://orcid.org/0000-0001-9160-3226,High,1,0
5081,A5100939128,Yu Wang,Yu Wang,1,33,3.03,2011,2011,0,https://orcid.org/0009-0005-9856-9979,High,1,0
5082,A5101216405,Yu Wang,Yu Wang,1,7,14.29,2025,2025,2,https://orcid.org/0009-0000-1570-261X,High,1,0
5083,A5101439529,Yu Wang,Yu Wang,1,22,4.55,2023,2023,1,https://orcid.org/0000-0002-7670-7737,High,1,0
5084,A5101521301,Yu Wang,Yu Wang,1,11,9.09,2022,2022,1,https://orcid.org/0000-0002-3217-131X,High,1,0
5085,A5101593074,Yu Wang,Yu Wang,1,5,20.0,2024,2024,1,https://orcid.org/0000-0003-3542-9061,High,1,0
5086,A5101808099,Yu Wang,Yu Wang,1,45,2.22,2024,2024,2,https://orcid.org/0000-0002-0683-9857,High,1,0
5087,A5101870488,Yu Wang,Yu Wang,1,9,11.11,2024,2024,4,https://orcid.org/0000-0001-6116-6539,High,1,0
5088,A5101939501,Yu Wang,Yu Wang,1,32,3.12,2023,2023,2,https://orcid.org/0000-0001-6815-3749,High,1,0
5089,A5106036096,Yu Wang,Yu Wang,1,1,100.0,2015,2015,5,,Probable,1,0
5090,A5108831521,Yu Wang,Yu Wang,1,21,4.76,2023,2023,1,https://orcid.org/0000-0002-8602-2758,High,1,0
5091,A5115596413,Yu Wang,Yu Wang,1,337,0.3,2024,2024,0,https://orcid.org/0000-0002-8833-9564,High,1,0
5092,A5010993715,Yu Zhang,Yu Zhang,1,188,0.53,2024,2024,12,https://orcid.org/0000-0002-4976-9158,High,1,0
5093,A5028970982,Yu Zhang,Yu Zhang,1,45,2.22,2024,2024,1,https://orcid.org/0000-0001-7455-9016,High,1,0
5094,A5032456044,Yu Zhang,Yu Zhang,1,58,1.72,2023,2023,3,https://orcid.org/0000-0002-5341-7569,High,1,0
5095,A5035398796,Yu Zhang,Yu Zhang,1,51,1.96,2024,2024,3,https://orcid.org/0000-0002-1059-9788,High,1,0
5096,A5040983456,Yu Zhang,Yu Zhang,1,6,16.67,2024,2024,2,https://orcid.org/0000-0003-3912-5356,High,1,0
5097,A5060637854,Yu Zhang,Yu Zhang,1,2,50.0,2023,2023,1,https://orcid.org/0000-0001-8783-2341,High,1,0
5098,A5063354846,Yu Zhang,Yu Zhang,1,52,1.92,2026,2026,8,https://orcid.org/0000-0001-8714-2906,High,1,0
5099,A5075131520,Yu Zhang,Yu Zhang,1,114,0.88,2024,2024,4,https://orcid.org/0000-0003-4952-8095,High,1,0
5100,A5084094930,Yu Zhang,Yu Zhang,1,60,1.67,2011,2011,0,https://orcid.org/0000-0002-6842-9941,High,1,0
5101,A5088917060,Yu Zhang,Yu Zhang,1,1,100.0,2023,2023,1,https://orcid.org/0000-0002-8583-3065,High,1,0
5102,A5089399346,Yu Zhang,Yu Zhang,1,189,0.53,2023,2023,1,https://orcid.org/0000-0001-8362-5871,High,1,0
5103,A5090142205,Yu Zhang,Yu Zhang,1,111,0.9,2011,2011,0,https://orcid.org/0000-0002-2952-9309,High,1,0
5104,A5092082089,Yu Zhang,Yu Zhang,1,19,5.26,2023,2023,0,,Probable,1,0
5105,A5092162766,Yu Zhang,Yu Zhang,1,3,33.33,2024,2024,0,https://orcid.org/0009-0000-7796-3559,High,1,0
5106,A5100410602,Yu Zhang,Yu Zhang,1,20,5.0,2025,2025,5,https://orcid.org/0000-0001-9725-5832,High,1,0
5107,A5100433385,Yu Zhang,Yu Zhang,1,69,1.45,2013,2013,0,https://orcid.org/0000-0001-6609-583X,High,1,0
5108,A5100433388,Yu Zhang,Yu Zhang,1,328,0.3,2024,2024,4,https://orcid.org/0000-0001-6751-9294,High,1,0
5109,A5100433396,Yu Zhang,Yu Zhang,1,45,2.22,2023,2023,1,https://orcid.org/0000-0001-7090-3350,High,1,0
5110,A5100433400,Yu Zhang,Yu Zhang,1,368,0.27,2023,2023,1,https://orcid.org/0000-0001-7159-4561,High,1,0
5111,A5100433408,Yu Zhang,Yu Zhang,1,3,33.33,2023,2023,2,https://orcid.org/0000-0001-7545-0709,High,1,0
5112,A5100433410,Yu Zhang,Yu Zhang,1,81,1.23,2022,2022,1,https://orcid.org/0000-0001-7564-9232,High,1,0
5113,A5100433411,Yu Zhang,Yu Zhang,1,15,6.67,2024,2024,0,https://orcid.org/0000-0001-7593-9889,High,1,0
5114,A5100433418,Yu Zhang,Yu Zhang,1,282,0.35,2025,2025,12,https://orcid.org/0000-0001-8066-7275,High,1,0
5115,A5100433424,Yu Zhang,Yu Zhang,1,964,0.1,2011,2011,0,https://orcid.org/0000-0001-8231-2910,High,1,0
5116,A5100433435,Yu Zhang,Yu Zhang,1,13,7.69,2016,2016,1,https://orcid.org/0000-0001-8819-6033,High,1,0
5117,A5100433452,Yu Zhang,Yu Zhang,1,107,0.93,2025,2025,1,https://orcid.org/0000-0001-9317-2466,High,1,0
5118,A5100433470,Yu Zhang,Yu Zhang,1,24,4.17,2023,2023,1,https://orcid.org/0000-0002-0135-392X,High,1,0
